,Trail_name,Difficulty,Average_rating,number_of_reviews,Length (in km),Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,City,State,Country,Best_Season,tags_list
79,Shri Guna Devi Mandir,Moderate,5.0,10,7.9,"hiking, walking, partially paved, forest, river, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,32.2052511,76.3250598,25.9,2.3,231.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['rocky', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
80,Shali Tibba Trek,Hard,4.8,13,11.1,"bird watching, hiking, mountain biking, forest, views, wildflowers, wildlife, historic site, scramble, muddy",238.80727808062974,31.349688,76.9305289,25.5,2.9,277.0,3.0,Suni,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'forest', 'muddy', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'mountain biking']"
81,Khandoba Tekdi,Moderate,4.9,41,12.7,"bird watching, hiking, walking, partially paved, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
82,Khandoba Temple MTB Ride,Moderate,4.9,60,8.5,"bird watching, hiking, mountain biking, forest, lake, views, wildflowers, wildlife, historic site",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'mountain biking']"
83,Pune - Parvati Temple,Moderate,4.8,9,1.1,"bird watching, hiking, walking, kid friendly, views, wildflowers, wildlife, historic site",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
84,Bandra Fort - Joggers Park,Easy,4.6,42,8.7,"hiking, road biking, running, walking, kid friendly, partially paved, beach, historic site",238.80727808062974,19.054999,72.8692035,27.2,13.7,210.0,80.0,Mumbai,Maharashtra,India,October - February,"['kid friendly', 'beach', 'running', 'partially paved', 'walking', 'hiking', 'road biking', 'historic site']"
85,The Dalai Lama Temple Loop (Kora Circuit),Easy,4.0,7,1.6,"hiking, walking, paved, views, historic site, city walk",238.80727808062974,32.2052511,76.3250598,25.9,2.3,231.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['paved', 'walking', 'hiking', 'historic site', 'city walk', 'views']"
87,Parvathamalai Hike,Hard,4.8,7,8.5,"hiking, walking, forest, views, wildflowers, wildlife, rocky",238.80727808062974,12.5937689,79.1385342,24.4,7.2,232.56410256410257,3.0,Polur,Tamil Nadu,India,November - February,"['rocky', 'forest', 'walking', 'wildflowers', 'hiking', 'wildlife', 'views']"
88,Kaurava Kunda,Moderate,4.9,7,2.9,"hiking, walking, views, wildflowers, wildlife, historic site, scramble, rocky, no shade",238.80727808062974,13.1711683,78.0705791,22.2,20.9,266.0,3.0,Chikballapura,Karnataka,India,October - February,"['scramble', 'no shade', 'rocky', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
89,Harihara Betta Trek,Moderate,4.8,6,3.2,"bird watching, hiking, forest, views, wildflowers, wildlife, overgrown, rocky, muddy",238.80727808062974,13.1711683,78.0705791,22.2,20.9,266.0,3.0,Chikballapura,Karnataka,India,October - February,"['bird watching', 'rocky', 'forest', 'muddy', 'hiking', 'wildflowers', 'overgrown', 'wildlife', 'views']"
90,Torna Trek,Hard,4.9,8,10.8,"hiking, walking, cave, river, views, wildflowers, historic site, scramble, rocky",238.80727808062974,18.3036029,73.5824636,22.0,7.7,233.0,3.0,Velhe,Maharashtra,India,October - February,"['scramble', 'rocky', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views', 'river']"
91,Puducherry Beach Trail,Moderate,4.1,6,2.9,"hiking, road biking, running, walking, beach, views",238.80727808062974,11.9340568,79.8306447,24.4,7.2,232.56410256410257,3.0,Puducherry,Puducherry,India,All Year,"['beach', 'running', 'walking', 'hiking', 'road biking', 'views']"
92,Mhatoba Temple Trail via Vetal Tekdi Forest,Moderate,4.7,10,6.6,"bird watching, hiking, forest, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,18.5213738,73.8545071,24.4,7.2,232.56410256410257,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'scramble', 'forest', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
93,Dal Lake - Galu Devi Temple,Hard,4.6,6,6.1,"bird watching, hiking, walking, forest, lake, views, wildflowers, wildlife, historic site",238.80727808062974,32.2052511,76.3250598,25.9,2.3,231.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
94,Mawryngkhang Bamboo Trail,Moderate,5.0,6,3.7,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife",238.80727808062974,25.3179282,91.9141742,23.0,5.8,173.0,3.0,Pynursla,Meghalaya,India,All Year,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
95,Kaiwara Betta,Moderate,5.0,4,4.2,"bird watching, hiking, walking, views, wildlife, scramble, fee, rocky",238.80727808062974,13.3986587,78.0533058,22.5,18.9,261.0,3.0,Chintamani,Karnataka,India,October - February,"['bird watching', 'scramble', 'rocky', 'walking', 'hiking', 'wildlife', 'views', 'fee']"
96,Patalsu Peak,Hard,5.0,8,13.5,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife, scramble, rocky, muddy",238.80727808062974,32.2454608,77.1872926,16.4,2.3,252.0,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'forest', 'muddy', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river']"
97,Tirupati - Srivari Mettu Footpath,Hard,4.4,9,5.5,"walking, forest, views, wildflowers, historic site",238.80727808062974,13.6316368,79.4231711,29.2,16.0,284.0,3.0,Tirupati,Andhra Pradesh,India,All Year,"['forest', 'walking', 'wildflowers', 'historic site', 'views']"
98,Shri Manshapurna Karni Mata Temple,Moderate,4.3,9,2.1,"bird watching, hiking, walking, kid friendly, lake, views, wildflowers, wildlife, historic site",238.80727808062974,24.578721,73.6862571,25.1,4.0,260.0,3.0,Udaipur,Rajasthan,India,All Year,"['bird watching', 'kid friendly', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
99,Vadacha Choura,Hard,4.3,9,6.1,"hiking, walking, views, wildflowers, no shade",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['no shade', 'walking', 'wildflowers', 'hiking', 'views']"
100,Attukad Falls Loop,Moderate,4.8,5,12.4,"bird watching, hiking, road biking, walking, paved, river, views, waterfall",238.80727808062974,10.0869959,77.0600915,22.0,10.3,282.0,3.0,Munnar,Kerala,India,September - March,"['bird watching', 'paved', 'walking', 'hiking', 'road biking', 'views', 'river', 'waterfall']"
101,Kunti Betta Trek,Moderate,4.3,10,2.7,"hiking, walking, cave, views, historic site, scramble, rocky, no shade",238.80727808062974,12.9541478,76.1722176,22.0,17.9,260.0,2.0,Pandavapura,Karnataka,India,October - February,"['scramble', 'no shade', 'rocky', 'walking', 'hiking', 'historic site', 'cave', 'views']"
102,Kunagalu Betta Trek,Moderate,4.5,9,2.7,"bird watching, hiking, walking, cave, forest, views, wildflowers, historic site, scramble, rocky",238.80727808062974,12.720006,77.3184199,22.8,14.0,252.0,3.0,Ramanagara,Karnataka,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'cave', 'views']"
103,Nandi Hills Excursion,Easy,4.6,3,22.9,"bird watching, road biking, scenic driving, bike touring, kid friendly, views",238.80727808062974,13.1711683,78.0705791,22.2,20.9,266.0,3.0,Chikballapura,Karnataka,India,October - February,"['bird watching', 'scenic driving', 'kid friendly', 'bike touring', 'road biking', 'views']"
104,Handi Gundi,Moderate,4.7,8,4.7,"bird watching, hiking, walking, views, wildlife, scramble, rocky",238.80727808062974,12.720006,77.3184199,24.4,7.2,232.56410256410257,3.0,Ramanagara,Karnataka,India,October - February,"['bird watching', 'scramble', 'rocky', 'walking', 'hiking', 'wildlife', 'views']"
105,Kanifnath Temple Trail,Moderate,4.5,20,2.6,"hiking, walking, views, historic site, scramble, rocky",238.80727808062974,18.1125305,74.9238654,24.6,4.4,235.0,3.0,Indapur,Maharashtra,India,October - February,"['scramble', 'rocky', 'walking', 'hiking', 'historic site', 'views']"
106,Kudle Beach - Om Beach,Easy,5.0,5,1.3,"bird watching, hiking, walking, beach, views, wildflowers, wildlife, pub walk",238.80727808062974,14.5439629,74.3184418,27.3,15.0,259.0,95.0,Gokarna,Karnataka,India,October - February,"['bird watching', 'beach', 'pub walk', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
107,Hutridurga Trail,Moderate,4.5,10,3.4,"hiking, kid friendly, forest, views, wildflowers, historic site, scramble",238.80727808062974,13.0260158,77.0222704,22.9,14.5,256.0,3.0,Kunigal,Karnataka,India,October - February,"['scramble', 'kid friendly', 'forest', 'wildflowers', 'hiking', 'historic site', 'views']"
108,Nijagal Betta Trail,Hard,4.2,9,6.8,"bird watching, hiking, forest, views, wildflowers, wildlife, rocky",238.80727808062974,13.2274343,77.2425412,22.0,16.5,250.0,3.0,Dabaspete,Karnataka,India,October - February,"['bird watching', 'rocky', 'forest', 'hiking', 'wildflowers', 'wildlife', 'views']"
109,Sunset Point (Narhe) Extended,Moderate,4.9,148,8.9,"bird watching, hiking, running, walking, kid friendly, partially paved, lake, views, wildflowers, historic site",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'running', 'partially paved', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'views']"
110,Carter Road Beach,Easy,4.3,21,2.9,"bird watching, hiking, running, walking, kid friendly, beach, views, city walk",238.80727808062974,19.054999,72.8692035,27.2,13.7,210.0,80.0,Mumbai,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'beach', 'running', 'walking', 'hiking', 'city walk', 'views']"
111,Ghoravadeshwar,Hard,5.0,26,6.9,"hiking, walking, cave, forest, views, wildlife, historic site",238.80727808062974,18.7669374,73.5524324,24.0,6.1,242.0,3.0,Kamshet,Maharashtra,India,October - February,"['wildlife', 'forest', 'walking', 'hiking', 'historic site', 'cave', 'views']"
112,Indrahar Pass via Triund Hill Trail,Hard,5.0,4,22.0,"camping, bird watching, hiking, backpacking, cave, forest, lake, river, views, waterfall, wildflowers, wildlife, historic site, scramble, rocky, snow",238.80727808062974,32.2052511,76.3250598,25.9,2.3,231.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'wildlife', 'scramble', 'rocky', 'snow', 'forest', 'lake', 'hiking', 'wildflowers', 'historic site', 'camping', 'backpacking', 'cave', 'views', 'river', 'waterfall']"
113,Thayee Betta,Moderate,3.5,11,7.4,"bird watching, hiking, walking, views, wildflowers, wildlife, rocky",238.80727808062974,12.720006,77.3184199,24.4,7.2,232.56410256410257,3.0,Ramanagara,Karnataka,India,October - February,"['bird watching', 'rocky', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
114,Athirappalli Fall Trail,Moderate,4.9,7,1.1,"bird watching, hiking, kid friendly, forest, river, views, waterfall, wildflowers, wildlife, rocky",238.80727808062974,10.2081277,76.452688,26.6,3.6,315.0,3.0,Manjapra,Kerala,India,September - March,"['bird watching', 'rocky', 'kid friendly', 'forest', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
115,Hussain Sagar Lake Trail,Moderate,4.5,13,10.5,"bird watching, road biking, scenic driving, running, walking, paddle sports, paved, lake, river, views, waterfall, historic site, fee",238.80727808062974,17.4337246,78.5006827,25.4,14.4,271.0,2.0,Secunderabad,Telangana,India,All Year,"['bird watching', 'scenic driving', 'paved', 'running', 'paddle sports', 'walking', 'lake', 'road biking', 'historic site', 'views', 'river', 'fee', 'waterfall']"
116,Vashisht Waterfall Hike,Moderate,3.4,11,1.3,"hiking, walking, forest, river, views, waterfall, wildflowers, wildlife, rocky",238.80727808062974,32.2454608,77.1872926,16.4,2.3,252.0,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
117,Ghoradeshwar,Moderate,4.7,8,3.4,"bird watching, hiking, walking, partially paved, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.7669374,73.5524324,24.0,6.1,242.0,3.0,Kamshet,Maharashtra,India,October - February,"['bird watching', 'forest', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
118,Banner Hill Trail,Moderate,4.8,6,2.7,"bird watching, hiking, running, walking, views, scramble, no shade",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'scramble', 'no shade', 'running', 'walking', 'hiking', 'views']"
119,Hawa Mahal - Amber Palace,Moderate,4.7,8,17.7,"road biking, paved, lake, views, historic site, city walk, no shade",238.80727808062974,26.9154576,75.8189817,25.5,4.9,306.0,95.0,Jaipur,Rajasthan,India,All Year,"['no shade', 'paved', 'lake', 'city walk', 'road biking', 'historic site', 'views']"
120,Tikona Peak,Moderate,4.5,7,2.3,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site",238.80727808062974,18.7669374,73.5524324,24.0,6.1,242.0,3.0,Kamshet,Maharashtra,India,October - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
121,Hyderabad Botanical Garden Loop,Easy,3.6,5,6.1,"hiking, running, walking, kid friendly, forest, wildflowers, fee",238.80727808062974,17.523826,78.3241948,24.4,7.2,232.56410256410257,3.0,Ameenapur,Telangana,India,All Year,"['kid friendly', 'forest', 'running', 'walking', 'hiking', 'wildflowers', 'fee']"
122,Rajgarh Pali Trail,Hard,4.3,5,8.2,"hiking, walking, views, wildflowers, wildlife, historic site",238.80727808062974,18.3036029,73.5824636,22.0,7.7,233.0,3.0,Velhe,Maharashtra,India,October - February,"['walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
123,Bidarakatte Hike,Easy,4.6,4,4.7,"bird watching, hiking, walking, forest, lake, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,12.9567353,77.2242281,21.9,17.2,254.0,3.0,Magadi,Karnataka,India,October - February,"['bird watching', 'rocky', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
124,Juhu Beach - Danda Beach,Moderate,5.0,11,7.9,"bird watching, hiking, walking, kid friendly, beach, forest, views, city walk",238.80727808062974,19.054999,72.8692035,24.4,7.2,232.56410256410257,3.0,Mumbai,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'beach', 'forest', 'walking', 'hiking', 'city walk', 'views']"
125,Rani Dhunga (Sita Paila) via Sanga (Sange) Choeling Monastery,Hard,4.2,7,18.8,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site",238.80727808062974,27.1638205,88.2943341,24.4,7.2,232.56410256410257,3.0,West Sikkim,Sikkim,India,All Year,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
126,Agasthyakoodam Section 1,Hard,4.5,6,14.0,"camping, bird watching, hiking, walking, backpacking, forest, river, views, wildflowers, wildlife",238.80727808062974,8.6970386,77.0424541,26.9,9.7,333.0,2.0,Nedumangad,Kerala,India,September - March,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views', 'river']"
127,Harihar Fort Hike,Moderate,4.8,8,8.2,"bird watching, hiking, walking, forest, river, views, wildflowers, wildlife, historic site, scramble, rocky",238.80727808062974,19.9353864,73.5301768,23.6,6.7,216.0,3.0,Trimbak,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
128,Madhugiri Fort,Moderate,4.8,7,3.2,"hiking, walking, cave, views, wildflowers, historic site, scramble, rocky, no shade, bugs",238.80727808062974,13.6601789,77.2140882,22.4,15.6,255.0,3.0,Madhugiri,Karnataka,India,October - February,"['scramble', 'no shade', 'rocky', 'walking', 'wildflowers', 'hiking', 'historic site', 'cave', 'views', 'bugs']"
129,Sarasgad Fort Trail,Hard,3.6,7,5.3,"bird watching, hiking, walking, partially paved, views, wildflowers, wildlife, historic site, scramble",238.80727808062974,18.5403863,73.3206308,24.7,5.5,169.0,3.0,Sudhagad,Maharashtra,India,October - February,"['bird watching', 'scramble', 'partially paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
130,Brahmagiri Trail,Hard,4.4,9,9.2,"bird watching, hiking, forest, views, wildflowers, wildlife, fee",238.80727808062974,11.8298756,75.9418934,22.9,10.2,278.0,2.0,Mananthavady,Kerala,India,September - March,"['bird watching', 'forest', 'hiking', 'wildflowers', 'wildlife', 'views', 'fee']"
131,Sinhagad (Kalyan Darwaja),Hard,4.9,9,13.4,"hiking, walking, forest, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['rocky', 'forest', 'walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
132,Triund Trek via Gallu Devi Temple,Hard,4.4,3,7.9,"camping, bird watching, hiking, snowshoeing, walking, backpacking, river, views, wildflowers, scramble, rocky, snow",238.80727808062974,32.2052511,76.3250598,25.9,2.3,231.0,3.0,Dharmshala,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'snowshoeing', 'walking', 'hiking', 'wildflowers', 'camping', 'backpacking', 'views', 'river']"
133,Arambol Beach Moutain - Kalacha Beach Trail,Easy,4.8,4,1.9,"bird watching, walking, kid friendly, beach, views, wildflowers",238.80727808062974,15.7089964,73.8167602,26.9,8.7,246.0,95.0,Pernem,Goa,India,November - February,"['bird watching', 'beach', 'kid friendly', 'walking', 'wildflowers', 'views']"
134,Charatse la Pass Trail,Hard,5.0,4,16.3,"hiking, backpacking, river, views, waterfall, historic site, scramble, rocky",238.80727808062974,34.3210535,76.8798989,15.6,6.0,303.0,2.0,Khaltse,Ladakh,India,All Year,"['scramble', 'rocky', 'hiking', 'historic site', 'backpacking', 'views', 'river', 'waterfall']"
135,Chadwick Fall Trail,Moderate,4.3,6,2.6,"bird watching, hiking, partially paved, forest, river, views, waterfall, wildflowers, wildlife",238.80727808062974,31.1041526,77.1709729,20.0,1.8,233.0,3.0,Shimla,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'forest', 'partially paved', 'hiking', 'wildflowers', 'wildlife', 'views', 'river', 'waterfall']"
136,Humayun Tomb Trail,Easy,4.8,3,3.1,"bird watching, hiking, walking, kid friendly, paved, views, wildflowers, historic site, city walk, scramble, fee",238.80727808062974,28.6430858,77.2192671,27.4,3.8,163.0,95.0,New Delhi,Delhi,India,All Year,"['bird watching', 'scramble', 'kid friendly', 'paved', 'walking', 'hiking', 'wildflowers', 'historic site', 'city walk', 'views', 'fee']"
137,Japanese Rose Garden - Seminary Hills,Easy,4.9,11,5.5,"bird watching, hiking, running, walking, kid friendly, forest, wildflowers, fee",238.80727808062974,21.1498134,79.0820556,26.4,8.4,277.0,3.0,Nagpur,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'forest', 'running', 'walking', 'hiking', 'wildflowers', 'fee']"
138,Simhachalam Trail,Hard,5.0,5,24.8,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site, overgrown, bugs",238.80727808062974,17.6935526,83.2921297,24.4,7.2,232.56410256410257,3.0,Visakhapatnam,Andhra Pradesh,India,All Year,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'overgrown', 'wildlife', 'views', 'bugs']"
139,Pandavgad,Hard,4.6,6,4.8,"bird watching, hiking, river, views, wildflowers, wildlife, historic site, scramble, rocky, no shade",238.80727808062974,17.9423742,73.9192535,23.9,7.2,243.0,3.0,Wai,Maharashtra,India,October - February,"['bird watching', 'scramble', 'rocky', 'no shade', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views', 'river']"
140,Panhala Fort - Pawankhind Trail,Hard,4.8,5,43.8,"camping, hiking, walking, backpacking, views, historic site",238.80727808062974,16.8066833,74.1125979,20.8,8.7,246.0,3.0,Panhala,Maharashtra,India,October - February,"['walking', 'hiking', 'historic site', 'camping', 'backpacking', 'views']"
141,Char Dukan Loop,Moderate,4.1,6,3.4,"bird watching, hiking, paved, forest, views",238.80727808062974,30.4569012,78.0782906,19.6,2.1,211.0,3.0,Mussoorie,Uttarakhand,India,"March - June, September - November","['bird watching', 'paved', 'forest', 'hiking', 'views']"
142,Kamalgad Fort Trail (Tupewadi),Hard,4.1,7,7.2,"bird watching, hiking, walking, cave, forest, lake, views, wildflowers, wildlife, historic site, scramble, overgrown, rocky",238.80727808062974,17.9242764,73.6575799,24.4,7.2,232.56410256410257,3.0,Mahabaleshwar,Maharashtra,India,October - February,"['bird watching', 'wildlife', 'scramble', 'rocky', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'overgrown', 'cave', 'views']"
143,Taljai Short Loop,Easy,4.8,6,4.7,"bird watching, hiking, running, walking, kid friendly, partially paved, forest, views, wildflowers, wildlife",238.80727808062974,18.5213738,73.8545071,24.9,7.6,265.0,3.0,Pune,Maharashtra,India,October - February,"['bird watching', 'kid friendly', 'forest', 'running', 'partially paved', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
144,Karkardooma - Rashtrapati Bhawan via India Gate Cycling Loop,Moderate,5.0,9,29.8,"mountain biking, road biking, paved, river, views, historic site, city walk",238.80727808062974,28.6430858,77.2192671,27.4,3.8,163.0,95.0,New Delhi,Delhi,India,All Year,"['paved', 'mountain biking', 'city walk', 'road biking', 'historic site', 'views', 'river']"
145,Auli - Gurson Bugyal,Hard,4.5,6,13.0,"camping, bird watching, hiking, snowshoeing, walking, backpacking, forest, lake, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,30.5555752,79.5612607,19.4,1.8,233.0,3.0,Jyotirmath,Uttarakhand,India,"March - June, September - November","['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'snowshoeing', 'walking', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views']"
146,Lil Vattakanal Hike,Moderate,4.2,4,4.0,"bird watching, hiking, walking, forest, views, wildflowers, wildlife",238.80727808062974,10.233712,77.4919719,18.2,5.4,290.0,3.0,Kodaikanal,Tamil Nadu,India,November - February,"['bird watching', 'forest', 'walking', 'hiking', 'wildflowers', 'wildlife', 'views']"
147,Raigad Fort Trail,Hard,4.1,5,7.6,"hiking, walking, views, wildflowers, wildlife, historic site, fee",238.80727808062974,18.080753,73.42438,25.5,3.6,174.0,80.0,Mahad,Maharashtra,India,October - February,"['walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views', 'fee']"
148,Saul Kere Loop,Easy,4.3,7,2.1,"bird watching, hiking, road biking, running, walking, kid friendly, partially paved, lake, views, wildflowers, wildlife, muddy",238.80727808062974,12.9881567,77.6226,22.0,14.1,255.0,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'kid friendly', 'running', 'muddy', 'partially paved', 'walking', 'lake', 'hiking', 'road biking', 'wildflowers', 'wildlife', 'views']"
149,Kashmir Great Lakes Trek,Hard,4.4,7,74.0,"camping, bird watching, hiking, snowshoeing, backpacking, forest, lake, views, wildflowers, wildlife, scramble, rocky, snow",238.80727808062974,34.26361,74.90341,20.5,3.9,202.0,2.0,Kangan,Jammu and Kashmir,India,May - October,"['bird watching', 'scramble', 'rocky', 'snow', 'forest', 'snowshoeing', 'lake', 'hiking', 'wildflowers', 'camping', 'backpacking', 'wildlife', 'views']"
150,Chokramudi Peak Trek,Hard,4.6,5,4.3,"bird watching, hiking, forest, views, wildflowers, wildlife, scramble",238.80727808062974,9.8601269,77.1708647,24.4,7.2,232.56410256410257,3.0,Udumbanchola,Kerala,India,September - March,"['bird watching', 'scramble', 'forest', 'hiking', 'wildflowers', 'wildlife', 'views']"
151,Sri Shani Temple - Horagina Betta,Hard,3.4,7,7.1,"hiking, walking, views, wildflowers, wildlife, historic site",238.80727808062974,13.2483502,77.7134377,22.1,18.3,260.0,3.0,Devanahalli,Karnataka,India,October - February,"['walking', 'wildflowers', 'hiking', 'historic site', 'wildlife', 'views']"
152,Soyal (Soil) Village Trek,Moderate,4.8,6,5.1,"camping, bird watching, hiking, backpacking, forest, river, views, waterfall, wildflowers, wildlife, bugs, muddy",238.80727808062974,32.2454608,77.1872926,24.4,7.2,232.56410256410257,3.0,Manali,Himachal Pradesh,India,"April - June, September - November","['bird watching', 'forest', 'muddy', 'hiking', 'wildflowers', 'camping', 'backpacking', 'bugs', 'wildlife', 'views', 'river', 'waterfall']"
153,Periyamalai Krishnagiri,Hard,4.2,6,4.5,"bird watching, hiking, walking, forest, views, wildflowers, wildlife, historic site, rocky",238.80727808062974,12.5152075,78.0093769,23.5,23.4,267.0,3.0,Krishnagiri,Tamil Nadu,India,November - February,"['bird watching', 'rocky', 'forest', 'walking', 'hiking', 'wildflowers', 'historic site', 'wildlife', 'views']"
154,Ghutake - Hirdi via Andharban Trail,Hard,5.0,5,23.0,"bird watching, hiking, walking, forest, lake, views, wildflowers, wildlife",238.80727808062974,18.5134117,73.5668846,24.4,4.7,171.0,3.0,Mulshi,Maharashtra,India,October - February,"['bird watching', 'forest', 'walking', 'lake', 'hiking', 'wildflowers', 'wildlife', 'views']"
155,Kasavanahali Lake,Moderate,5.0,4,2.3,"bird watching, running, walking, lake, views",238.80727808062974,12.9881567,77.6226,24.4,7.2,232.56410256410257,3.0,Bangalore,Karnataka,India,October - February,"['bird watching', 'running', 'walking', 'lake', 'views']"
156,Panchkula - Sukhna Lake Cycling,Moderate,4.4,11,15.1,"bird watching, road biking, paved, lake, views, city walk",238.80727808062974,30.6975401,76.8551066,27.2,4.7,189.0,80.0,Panchkula,Haryana,India,All Year,"['bird watching', 'paved', 'lake', 'city walk', 'road biking', 'views']"
157,Gudibande Fort,Moderate,4.8,6,2.1,"hiking, walking, cave, views, historic site, muddy",238.80727808062974,13.6579984,77.5770786,24.0,15.4,254.0,3.0,Gudibanda,Karnataka,India,October - February,"['muddy', 'walking', 'hiking', 'historic site', 'cave', 'views']"
159,Narayanagiri Hills,Moderate,4.1,8,3.5,"bird watching, hiking, walking, kid friendly, cave, forest, lake, views, wildflowers, wildlife, rocky, muddy",238.80727808062974,12.720006,77.3184199,22.8,14.0,252.0,3.0,Ramanagara,Karnataka,India,October - February,"['bird watching', 'wildlife', 'rocky', 'kid friendly', 'forest', 'muddy', 'walking', 'lake', 'hiking', 'wildflowers', 'cave', 'views']"
160,Naranag - Marchoi Trek,Hard,3.7,5,16.6,"bird watching, hiking, snowshoeing, walking, lake, river, views, wildflowers, historic site, snow",238.80727808062974,34.26361,74.90341,20.5,3.9,202.0,2.0,Kangan,Jammu and Kashmir,India,May - October,"['bird watching', 'snow', 'snowshoeing', 'walking', 'lake', 'hiking', 'wildflowers', 'historic site', 'views', 'river']"
